"X1","X2","set"
0.0368481567326975,-0.743215844773049,1
1.11855597140042,1.39814029958757,1
0.0256628376566345,-0.757859177310915,1
0.00998588064182615,2.06143225624382,1
0.475289541150131,-1.05604189370432,1
-1.66339573881271,-1.81537197908903,1
-1.61141505124011,-0.372925267690236,1
0.479758121751035,-1.23202763975397,1
-1.84282944087738,0.736898675153003,1
-0.39711152402991,-0.662801168558685,1
-0.514569957464506,-0.152897957128092,1
-1.48935940214854,0.614145339736951,1
-0.616271821074701,-0.818131866491012,1
0.156093257782549,-0.356565868393397,1
0.771431863738571,-0.176474875401427,1
1.12636112921504,1.9000761766499,1
1.26481751418563,1.38903357868351,1
-0.370561290166396,-0.252928462285302,1
-0.0654254362442924,0.317484121056343,1
0.469434765980586,1.69940636973541,1
-0.479458759623849,0.983779377953,1
0.516917052747946,1.76147421737514,1
-1.13839839721405,-1.09138815013259,1
-1.56707365325371,-0.658796242015163,1
-1.00997522853368,0.472105937025116,1
-0.0198491768572381,-0.0573689703084789,1
0.272837954830052,-0.514511011471189,1
0.394075982540308,0.238199187956486,1
0.0243684626099887,-1.0379453850322,1
-0.453913991539642,-0.680382902587507,1
0.393853030222257,-1.12191245380544,1
0.0502711920422377,-0.148192119831718,1
2.33921023879065,0.648019195161972,1
0.9686587655736,2.69420018434349,1
-1.72022590148437,0.48720953965254,1
0.180260268549599,1.80567667632723,1
-1.21343223028999,0.385687091215566,1
-0.483946074328821,0.766312645545262,1
1.61752279383521,1.39429418027521,1
-0.852584034409444,-0.333919809937684,1
-0.591871334011434,-3.25765209789089,1
-0.377280239534821,-1.09832931107038,1
-0.617135402648273,-0.132687607388866,1
-0.695188281577783,-2.51911554117216,1
1.25244890377013,1.08436876044264,1
-1.92652786568824,-1.39411943828711,1
-0.846450650608179,-0.636294183865373,1
0.486180220093333,1.55084511976096,1
1.27836798991243,-0.968446137718814,1
-2.02208749676365,0.843939346881125,1
-0.422736539645393,1.2522306070748,1
-0.345066527513134,0.977506000155643,1
0.64049050153668,1.54475471979482,1
-0.539680037689311,0.235780280037805,1
1.08280168625252,-0.304482999160631,1
0.172746124258279,1.19113656276321,1
1.14721897147612,-0.63382069121176,1
0.234267502234276,1.2531678239301,1
-0.22528941029845,-1.08159007082465,1
2.05788434719776,1.05277081229966,1
0.237717136369556,-0.521894261796916,1
1.326431745768,-0.21960691476482,1
-0.110819621220414,0.748117805981166,1
-0.513548593521299,-1.65545252598746,1
-0.701901253661884,0.0663310203671229,1
1.23172296723885,0.664819875345474,1
-0.687784935769368,0.11701999463931,1
-0.481686736396117,2.5560142198409,1
-0.789243886001572,-0.51190810189488,1
-1.38165380940778,-1.28049174935326,1
1.92532326889044,0.722330621870078,1
-0.221600981073731,-1.49495065597168,1
-1.3011448820552,-1.4629375752699,1
0.587642134340822,0.0910904911403458,1
-0.508500164120342,-0.275141722928252,1
-2.2394344963523,-0.15946730332756,1
-2.20965166157806,1.60294947700839,1
0.780704275398788,0.238248548651512,1
0.31411854434166,-0.0643602073498523,1
-1.14869777136697,1.54471818159803,1
-2.2524305248606,-0.182230034198457,1
2.03409172658422,1.85456077956731,1
0.318703105475447,-1.21345188350187,1
-1.43241317805044,-0.00586981322865415,1
-0.779895689774728,-0.818808444913923,1
-0.189150872539438,0.516193560211636,1
0.569838902762889,-0.387203137633011,1
-0.533386973378267,1.68405289439964,1
1.60022523461902,0.144456632170202,1
-0.779544204877279,-2.18690574117523,1
-0.728075067803737,0.34546846944844,1
-0.505811609984389,0.440819599976652,1
-0.452186941129737,0.0510042237897659,1
-0.667953482739756,0.241421068428358,1
0.18114707073208,-1.16043780970344,1
-0.169817907529015,-0.0676185684836242,1
-1.43147801856899,-0.0938840520037827,1
0.978513691809103,0.0688226282429987,1
-0.638536684623099,-0.226111004618262,1
-0.987956708209951,0.0142590896927699,1
-0.147202452088831,-0.308820378042829,1
-1.2480392818107,1.31070856066191,1
-1.58681695447804,1.74349329833684,1
-1.59591033564999,0.357866367283574,1
-1.66029129811429,0.998443305371293,1
1.27579487539939,-0.168601854676767,1
-0.226134026144576,-0.845958771599813,1
1.07232099574974,0.425132647904585,1
-0.0370049768547678,0.032580010327395,1
1.19995245505647,-0.0365777061448194,1
0.388898536782699,-1.41315825005411,1
-0.967011058303777,0.240148088221048,1
0.778003820609218,1.95232135546966,1
-0.0427863458723942,-0.921701390827238,1
-0.870849052229823,-1.49271438380679,1
0.0992595486412527,-1.11163101066965,1
0.958285512896112,0.0334500642114341,1
0.427622561860108,0.970419965113673,1
-0.158620575976317,0.647715732167035,1
0.487527792620655,0.925903263484345,1
-0.175086742072658,-0.142711509052143,1
-0.873640334771703,-1.50433219564494,1
-0.183454282143593,1.15959908752926,1
-0.182148135729783,-1.07040278561089,1
-0.0465536093477866,0.437805804479095,1
-1.17923919266138,1.01877455532096,1
0.585944703582926,1.16654536721066,1
0.488892870339923,0.434513853556184,1
1.8349695163787,-0.524172793912755,1
1.84724744188679,1.69607095393553,1
0.283138431005853,-0.750764367234744,1
1.29145827467478,0.851664982996446,1
-0.219970989028709,1.22970626490976,1
0.578114402858497,1.68747088227967,1
-1.12008668859481,-0.430963953311128,1
0.438869432850201,-0.555419546513934,1
-1.71307285036227,-0.541754430659597,1
0.343979601034527,2.42298034633644,1
0.226272481667549,0.473115079005482,1
1.00404371731164,0.26570108190706,1
1.81640813574131,-0.294400928022448,1
0.566177097537465,0.546388375723485,1
1.3743499811642,2.07385704286493,1
0.38631547420965,1.59820166606642,1
-0.117857844855071,0.446570535416901,1
-0.226512356384543,-0.964275994620682,1
-0.233235669608803,-1.1081664228929,1
0.0456596520643726,-0.212637826431669,1
0.130397324447201,-0.181713804024599,1
0.505745100703718,0.412898089019448,1
-1.39773400879033,0.681297225259353,1
1.19002187521923,1.28533303047432,1
0.940826023683273,2.02662373177363,1
-0.441294264409599,1.19665385371537,1
1.05602565927312,0.0230637792325853,1
-0.658525974050235,0.680329425633586,1
-1.56937579226732,-0.42395740791727,1
1.41074038364532,-0.198633571115971,1
-0.0357597964092023,1.19767345213244,1
-1.06265453779557,0.158051766522358,1
0.53986814640176,-0.398084336052575,1
2.10793512748219,0.373193759484661,1
0.0688234110169714,0.882320868011814,1
-0.34955587724943,0.0604303313540928,1
-1.76832520464922,0.0179980992347671,1
-0.019079760719589,0.920787941065851,1
0.672189379382313,2.02142174829873,1
0.264513117911425,-0.532634572725597,1
